sample_id,p__Firmicutes,p__Bacteroidota,p__Actinobacteriota,p__Proteobacteria,p__Verrucomicrobiota,p__Firmicutes;c__Clostridia,p__Bacteroidota;c__Bacteroidia,p__Firmicutes;c__Bacilli,p__Actinobacteriota;c__Actinobacteria,p__Proteobacteria;c__Gammaproteobacteria,p__Verrucomicrobiota;c__Verrucomicrobiae,p__Actinobacteriota;c__Coriobacteriia,p__Firmicutes;c__Clostridia;o__Lachnospirales,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales,p__Firmicutes;c__Bacilli;o__Erysipelotrichales,p__Firmicutes;c__Bacilli;o__Lactobacillales,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,p__Firmicutes;c__Clostridia;o__Clostridia_UCG014,p__Firmicutes;c__Clostridia;o__Oscillospirales,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales,p__Firmicutes;c__Clostridia;o__Peptococcales,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae,p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_ventriosum,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG001,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA_900066575,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG006,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Marvinbryantia
DO1184,0.51816177,0.225482361,0.191916885,0.005305821,0.059133162,0.302762272,0.225482361,0.215399499,0.190408662,0.005305821,0.059133162,0.001508223,0.278450436,0.225482361,0.190408662,0.214744533,0.000654965,6.61e-05,0.059133162,0.009806455,0.013808354,0.001508223,0.005239723,0.000402593,0.278450436,0.225482361,0.190408662,0.179220171,0.000654965,6.61e-05,0.035524363,0.059133162,0,0.008875082,0.003641367,0.001508223,0.005239723,0.000402593,0.190408662,0.158483605,0.000270399,0.087687251,6.61e-05,0.112167335,0.021012973,0.008772931,0.01319545,0.059133162,0.020736566,0,0,0.000793169,0.01345984,0.000871284,7.21e-05,0.000564833,0.000384567,0.002830172,0.001376028,0.005239723,0.000901329,0.003467111,0.002764074,0.005444024
DO1185,0.698715283,0.165490866,0.132830833,0.002963018,0,0.63638794,0.165490866,0.062327343,0.131345611,0.002963018,0,0.001485222,0.587605822,0.165490866,0.131345611,0.050200505,0.012015446,0.001930789,0,6.68e-05,0.048180603,0.001485222,0.001032229,0.000519828,0.587605822,0.152643695,0.131345611,0.001700579,0.01197089,0.001930789,0.048499926,0,0.012847171,0.036558741,0.00903015,0.001485222,0.001032229,0.000519828,0.131345611,0,0.006772613,0.189224714,0.001930789,0.082028813,0.040509431,0.030952027,0.067911778,0,0.001626318,0.012847171,0,0.03371454,0.000393584,0.033551166,0.006594386,0,0.005198277,0.001351552,0.001358978,0.001032229,0.006482994,0.009988118,0.003022427,0.001656023
DO1186,0.545263878,0.136806819,0.315870733,0.001949297,0.000109273,0.143313876,0.136806819,0.401950002,0.312603105,0.001949297,0.000109273,0.003267628,0.134734148,0.136806819,0.312603105,0.387596407,0.014216122,0,0.000109273,0.000842463,0.004395612,0.003267628,0.001949297,0.002950383,0.134734148,0.135865657,0.312603105,0.378576061,0.013793128,0,0.009020346,0.000109273,0.000941162,0.002541489,0.001184383,0.003267628,0.001949297,0.002950383,0.312603105,0.290149176,0.011988354,0.027861202,0,0.038950693,0.00805451,0.010789871,0.022905122,0.000109273,0.087961592,0.000941162,0.000405369,0.00769849,0,0.001582702,0.002710686,7.05e-06,0.001804774,0.000585142,0.00175895,0.001949297,0.000331345,0.000638016,0.000317245,0.001096259
DO1187,0.978302114,0.00983256,0.009395892,0.002469433,0,0.935674276,0.00983256,0.042627838,0.00012046,0.002469433,0,0.009275432,0.856818045,0.00983256,0.00012046,0.041107029,0.001520809,0.002469433,0,0,0.078780943,0.009275432,0,0,0.856818045,0.004080588,0.00012046,1.51e-05,0.001294947,0.002469433,0.041091971,0,0.005751973,0.058076854,0.02070409,0.009275432,0,0,0.00012046,1.51e-05,0.001264832,0.292266458,0.002469433,4.52e-05,0.041046799,0.104679877,0.00558634,0,0,0.005751973,0,0.106577125,0.000421611,0.019032705,0.011519003,0,3.01e-05,0.005571282,0.008793592,0,0.008944167,0.013250617,0.017436608,0.007694393
DO1188,0.351290727,0.219491564,0.382543087,0.046674622,0,0.150627615,0.219491564,0.200663112,0.380541667,0.046674622,0,0.00200142,0.143807682,0.219491564,0.380541667,0.190489857,0.009924022,0.046432941,0,0.000664622,0.005845657,0.00200142,0.000241681,0.000135946,0.143807682,0.212007009,0.380541667,0.189772367,0.002862408,0.046432941,0.00071749,0,0.007484555,0.00328535,0.002545202,0.00200142,0.000241681,0.000135946,0.380541667,0.186487017,0.00274912,0.016638219,0.046432941,0.043751794,0.00071749,0.014108122,0.011192846,0,0,0.007484555,0.003209824,0.009350029,3.78e-05,0.00191079,0.006683987,0.000521124,0.000113288,0.002167575,0.001487848,0.000241681,0.000521124,0.000234128,0.001034696,0.000589097
DO1189,0.431291998,0.077948816,0.435085545,0.009922318,0.045751322,0.199466235,0.077948816,0.231825764,0.421426869,0.009922318,0.045751322,0.013658676,0.190220655,0.077948816,0.421426869,0.173111567,0.056436163,0.009922318,0.045751322,0,0.00924558,0.013658676,0,0,0.190220655,0.073335557,0.421426869,0.104760997,0.05592146,0.009922318,0.06835057,0.045751322,0.004613258,0.00787304,0.001343945,0.013658676,0,0,0.421426869,0.057503693,0.04254873,0.020292618,0.009922318,0,0.06835057,0.050364581,0.002602106,0.045751322,0.008883382,0.004613258,0.038373922,0.007034266,0,0.00774913,0.013410856,0,0.01337273,0,0.013477577,0,0.00093409,0.002335224,0.001973026,0
DO1190,0.389683515,0.449792325,0.157550408,0.002973753,0,0.325045825,0.449792325,0.06463769,0.15474728,0.002973753,0,0.002803128,0.266789517,0.449792325,0.15474728,0.058816934,0.005718381,0.000151125,0,0.022527398,0.012250887,0.002803128,0.002822628,0.023365898,0.266789517,0.449792325,0.15474728,0.032682033,0.005596506,0.000151125,0.026134901,0,0,0.007195507,0.003597754,0.002803128,0.002822628,0.023365898,0.15474728,0.012231387,0.004592255,0.035743536,0.000151125,0.114411489,0.021786397,0.014966265,0.006639757,0,0.020450645,0,0,0.012080262,0,0.001745252,9.75e-05,0,0.001004251,0.003124878,0.002262002,0.002822628,0.00045825,0.001769627,0.000926251,0.003120003
DO1191,0.447375142,0.081065267,0.428071235,0.007898953,0.035589403,0.202303281,0.081065267,0.245071861,0.412621607,0.007898953,0.035589403,0.015449627,0.192375026,0.081065267,0.412621607,0.181216188,0.06053542,0.007894309,0.035589403,2.32e-05,0.009886461,0.015449627,4.64e-06,0,0.192375026,0.076430844,0.412621607,0.123234809,0.060089624,0.007894309,0.057981379,0.035589403,0.004634424,0.00814507,0.001690311,0.015449627,4.64e-06,0,0.412621607,0.080201537,0.046204927,0.022568437,0.007894309,0.000956605,0.057934942,0.038900369,0.003793912,0.035589403,0.007703917,0.004634424,0.035329355,0.010011841,1.86e-05,0.008604797,0.012751631,0,0.013884697,0.000338991,0.015217442,4.64e-06,0.001527781,0.002400799,0.001941071,2.79e-05
DO1192,0.50248197,0.300037295,0.197475482,5.25e-06,0,0.127313222,0.300037295,0.375168748,0.195101196,5.25e-06,0,0.002374286,0.117485148,0.300037295,0.195101196,0.216333199,0.158404816,5.25e-06,0,0.002773503,0.006282403,0.002374286,0,0,0.117485148,0.297862617,0.195101196,0.216254406,0.158378552,5.25e-06,7.88e-05,0,0.002174678,0.005000709,0.001281694,0.002374286,0,0,0.195101196,0.215792155,0.153430371,0.012617335,5.25e-06,0.047958482,0,0.003608705,0.002405803,0,0,0.002174678,0,0.005179306,0,0.001302706,0.00125543,0,0.004948181,0.001155626,0.002374286,0,0.000541043,0.001124109,0.000877225,0.000556802
DO1193,0.841912097,0.12443536,0.032715241,0.000937302,0,0.672418466,0.12443536,0.169493631,0.003331376,0.000937302,0,0.029383865,0.610556509,0.12443536,0.003331376,0.159160719,0.009022947,0.000937302,0,0,0.059829253,0.029383865,0,0.001784262,0.610556509,0.122199386,0.003331376,0.085870449,0.008785798,0.000937302,0.07329027,0,0.002235974,0.047294245,0.012535008,0.029383865,0,0.001784262,0.003331376,0.085802692,0.006515945,0.096022676,0.000937302,0.029621014,0.073222513,0.056475291,0.05396829,0,2.26e-05,0.002235974,0,0.076373204,7.9e-05,0.045193784,0.004246093,4.52e-05,0.002269853,0.00254088,0.028085193,0,0.004505827,0.014816153,0.006990243,0.002879664
DO1194,0.34296026,0.424521644,0.230517975,0.002000121,0,0.29261044,0.424521644,0.05034982,0.228711414,0.002000121,0,0.001806561,0.279456419,0.424521644,0.228711414,0.047930318,0.001770268,0.001975926,0,0.000116943,0.012928201,0.001806561,2.42e-05,1.21e-05,0.279456419,0.422787669,0.228711414,0.000947638,0.001399278,0.001975926,0.04698268,0,0.001733976,0.009984475,0.002939694,0.001806561,2.42e-05,1.21e-05,0.228711414,0.000705688,0.000459705,0.037107083,0.001975926,0.085275319,0.046200375,0.009867532,0.013468557,0,0.000229853,0.001733976,0,0.006875416,0.000552453,0.002830816,0.000754078,0,0.000939573,0.002149324,0.001770268,2.42e-05,0.000907313,0.001540416,0.002592899,0.002552574
DO1195,0.512625745,0.246129118,0.229348575,0.000837786,0.011058775,0.451448749,0.246129118,0.061176996,0.210116732,0.000837786,0.011058775,0.019231843,0.410347588,0.246129118,0.210116732,0.048119946,0.01305705,0.000732287,0.011058775,0,0.040157876,0.019231843,0.000105499,0,0.410347588,0.239004834,0.210116732,0.00739734,0.012604025,0.000732287,0.040722606,0.011058775,0.007124284,0.028782604,0.010332694,0.019231843,0.000105499,0,0.210116732,0.000707464,0.006466467,0.016519899,0.000732287,0.166340861,0.030439558,0.045923085,0.017612124,0.011058775,0.003667641,0.007124284,0.003022235,0.023606948,0,0.007862777,0.003971726,0,0.006137558,0.009048089,0.017500419,0.000105499,0.004536456,0.005175656,0.005287361,0.001793483
DO1196,0.220409278,0.573085741,0.130571817,0.033713938,0.042219226,0.188271236,0.573085741,0.032138042,0.130338562,0.033713938,0.042219226,0.000233255,0.180465714,0.573085741,0.130338562,0.029879447,0.001024048,0.033713938,0.042219226,0,0.007475551,0.000233255,0,0,0.180465714,0.572801283,0.130338562,0,0.000352728,0.033713938,0.029879447,0.042219226,0.000284458,0.005780182,0.00154745,0.000233255,0,0,0.130338562,0,0,0.0319503,0.033713938,0.057466164,0.029560854,0.009899131,0.024702315,0.042219226,0,0.000284458,0,0.000182053,0.000688388,0.000659942,3.41e-05,0,0.000352728,0.001393843,0.000233255,0,0.00020481,0.001063872,0.003214373,0.002042407
DO1197,0.674283273,0.271457615,0.044521052,2.21e-05,0.009715961,0.633334807,0.271457615,0.040948466,0.029516191,2.21e-05,0.009715961,0.015004862,0.534053743,0.271457615,0.029516191,0.0370886,0.003859866,2.21e-05,0.009715961,0,0.098168773,0.015004862,0,0,0.534053743,0.254670143,0.029516191,0.024087333,0.003742008,2.21e-05,0.013001267,0.009715961,0.016787472,0.074597071,0.022879283,0.015004862,0,0,0.029516191,0.015240579,0.003624149,0.056763605,2.21e-05,0,0.006953652,0.058067415,0.01594773,0.009715961,0.006769498,0.016787472,0.002077256,0.055570288,0,0.034562008,0.007911253,0,0.000117859,0.010732491,0.011144995,0,0.013192787,0.016721176,0.017133681,0.002578155
DO1198,0.393094609,0.4030553,0.196968785,0.006881306,0,0.074468634,0.4030553,0.318625975,0.196409679,0.006881306,0,0.000559106,0.064735887,0.4030553,0.196409679,0.040857755,0.277200513,9.89e-05,0,0.000490293,0.003238515,0.000559106,0.006782387,0.005625468,0.064735887,0.40142099,0.196409679,0.03856542,0.277144602,9.89e-05,0.002292335,0,0.00163431,0.001823546,0.001092407,0.000559106,0.006782387,0.005625468,0.196409679,0.000447285,0.242966015,0.004619077,9.89e-05,0.004292215,0.002292335,0.022015879,0.000150529,0,0.037920297,0.00163431,8.6e-06,0.003341734,1.29e-05,0.003152498,0,0,0.034178587,0.000627919,0.000559106,0.006782387,0.000197838,0.000305358,0.000309659,0.000309659
DO1199,0.584621676,0.286269918,0.127965279,0.001143128,0,0.551954238,0.286269918,0.032667438,0.117779358,0.001143128,0,0.010185921,0.497046919,0.286269918,0.117779358,0.0174722,0.014447093,0,0,0.010878303,0.026984326,0.010185921,0.001143128,0.016073495,0.497046919,0.279634199,0.117779358,0.006877355,0.014368097,0,0.010594845,0,0.006635719,0.020720357,0.004976789,0.010185921,0.001143128,0.016073495,0.117779358,0.000246284,0.01357813,0.15634831,0,0.049693539,0.010497261,0.014419212,0.066013318,0,0.006078095,0.006635719,0.000246284,0.047370109,0.000292752,0.01199355,0.003387562,0.000181228,0.000789966,0.002792764,0.010037221,0.001143128,0.003155219,0.005985158,0.003908011,0.002118969
DO1200,0.542329437,0.354585933,0.070143832,0.007301462,0.025639336,0.470984562,0.354585933,0.071344875,0.058609427,0.007301462,0.025639336,0.011534405,0.382598061,0.354585933,0.058609427,0.056859126,0.013833963,8.79e-05,0.025639336,0.024387029,0.060432961,0.011534405,0.007213581,0.001171749,0.382598061,0.352030055,0.058609427,0.043113044,0.013650877,8.79e-05,0.013746082,0.025639336,0.002555878,0.040396051,0.014932478,0.011534405,0.007213581,0.001171749,0.058609427,0.001113162,0.011549052,0.090766617,8.79e-05,0.045903272,0.01282333,0.030282392,0.00891994,0.025639336,0.016975715,0.002555878,0.012830653,0.008971204,0.000197733,0.026540118,0.004994581,0.032340276,0.002101825,0.007821425,0.011095,0.007213581,0.012361953,0.009146967,0.010472508,0.001332865
DO1201,0.845012852,0.124362648,0.025725844,0.004898656,0,0.738654081,0.124362648,0.106358771,0.000895453,0.004898656,0,0.024830391,0.658600565,0.124362648,0.000895453,0.103472251,0.002149088,0.000294973,0,0,0.079853356,0.024830391,0.004603683,0,0.658600565,0.068992036,0.000895453,0,0.002149088,0.000294973,0.103472251,0,0.055370612,0.062060174,0.016760777,0.024830391,0.004603683,0,0.000895453,0,0.001306308,0.042465551,0.000294973,0.004224432,0.087743879,0.05463318,0.003539674,0,0,0.055370612,0,0.048828537,0,0.005298976,0.008427795,0,0.000842779,0.002391387,0.0246513,0.004603683,0.004761704,0.010703299,0.018362058,0.016244575
DO1202,0.202906235,0.309274731,0.423940614,0.003969562,0.059908858,0.0608905,0.309274731,0.142015735,0.42200599,0.003969562,0.059908858,0.001934624,0.053481607,0.309274731,0.42200599,0.103968129,0.037803987,1.43e-05,0.059908858,0.001246758,0.002808787,0.001934624,0.003955231,0.003303191,0.053481607,0.308622691,0.42200599,0.102334446,0.037775326,1.43e-05,0.001633683,0.059908858,0.00065204,0.001511873,0.000494404,0.001934624,0.003955231,0.003303191,0.42200599,0,0.036048495,0.018887663,1.43e-05,0.002636821,0.001547699,0.005653401,0.000802511,0.059908858,0.066766025,0.00065204,0.035568421,0.003754604,0.001225262,0.000917155,0.000214958,0.001239592,0.001726831,0.000222124,0.001870137,0.003955231,0.000351098,0.000229289,3.58e-05,0.000831172
DO1203,0.54034993,0.223170411,0.235687195,0.000602134,0.00019033,0.327391581,0.223170411,0.212958349,0.217865399,0.000602134,0.00019033,0.017821796,0.316719267,0.223170411,0.217865399,0.014427003,0.198143765,0.000370278,0.00019033,0.000141882,0.009987127,0.017821796,0.000231856,0.000138422,0.316719267,0.220405437,0.217865399,0.001242335,0.197686973,0.000370278,0.013184668,0.00019033,0.002764974,0.00484476,0.004509087,0.017821796,0.000231856,0.000138422,0.217865399,0.00019033,0.17210664,0.021136996,0.000370278,0.104992871,0.011783149,0.034425481,0.034909957,0.00019033,0.000370278,0.002764974,0.000536384,0.022860346,0,0.001716429,0.013406143,0,0.025580333,0.004114585,0.017565716,0.000231856,0.000245699,0.000411805,0.001411901,0.002332406
DO1204,0.666098323,0.264055732,0.069208711,0.000637233,0,0.642296796,0.264055732,0.023801528,0.060554393,0.000637233,0,0.008654318,0.619855847,0.264055732,0.060554393,0.022776787,0.000921405,0.000637233,0,0.000129169,0.020890921,0.008654318,0,0,0.619855847,0.260990123,0.060554393,0.013468013,0.00013778,0.000637233,0.009308774,0,0.003065609,0.008370146,0.012167713,0.008654318,0,0,0.060554393,1.72e-05,0,0.188741636,0.000637233,0.06292249,0.009308774,0.018910331,0.056291818,0,8.61e-06,0.003065609,0,0.023172906,0.000482231,0.003926735,0.00102474,0,0.00013778,0.011754372,0.008654318,0,0.000292783,5.17e-05,0.001041963,0.002195872
DO1205,0.379957273,0.116607665,0.289293161,0.214141901,0,0.045570282,0.116607665,0.334386991,0.25866194,0.214141901,0,0.030631221,0.044596886,0.116607665,0.25866194,0.211616195,0.117919188,0.202855635,0,0,0.000973396,0.030631221,0.011286265,0,0.044596886,0.116033874,0.25866194,0,0.045754715,0.202855635,0.211616195,0,0.000573791,0.000215172,0.000717239,0.030631221,0.011286265,0,0.25866194,0,0.045134815,0.000322757,0.202855635,0.011983012,0.118651796,0.013381627,0.000609653,0,0,0.000573791,0,0,0,0.000138325,0.008038198,0,0.000619899,0.000333004,0.030390434,0.011286265,7.17e-05,6.66e-05,0,0
DO1206,0.294821687,0.438068452,0.264029416,0.003080445,0,0.252426002,0.438068452,0.042395685,0.26154558,0.003080445,0,0.002483837,0.221548502,0.438068452,0.26154558,0.031011433,0.010665887,9.74e-05,0,0.008108997,0.010117982,0.002483837,0.002983039,0.012480062,0.221548502,0.438068452,0.26154558,0.015195237,0.010507604,9.74e-05,0.015816196,0,0,0.00489462,0.001728945,0.002483837,0.002983039,0.012480062,0.26154558,0,0.008596023,0.08206402,9.74e-05,0.06600431,0.015816196,0.008291632,0.001351499,0,0.000243513,0,0.014537751,0.007159294,0.005150309,0.001120162,6.09e-05,0,0.00191158,0.000681838,0.002106391,0.002983039,0.001144513,0.000827946,0.000706189,0.001935932
DO1207,0.693549418,0.245127937,0.061113531,0.000197496,1.16e-05,0.568156603,0.245127937,0.125392815,0.020057506,0.000197496,1.16e-05,0.041056025,0.44429729,0.245127937,0.020057506,0.099735703,0.022787604,0.000191688,1.16e-05,0,0.121268624,0.041056025,5.81e-06,0.001986582,0.44429729,0.130609044,0.020057506,0.015648689,0.022683047,0.000191688,0.084087015,1.16e-05,0.114518893,0.105486335,0.014242979,0.041056025,5.81e-06,0.001986582,0.020057506,0,0.021817548,0.10600912,0.000191688,0.000214923,0.082239842,0.015700967,0.022665621,1.16e-05,0.000580872,0.114518893,0.015067817,0.03736168,0,0.035497081,0.002933403,0,0.000865499,0.003241265,0.040788824,5.81e-06,0.025279545,0.029374691,0.013749238,0.008904766
DO1208,0.342103773,0.431709457,0.209683811,0.016460498,4.25e-05,0.159127579,0.431709457,0.182976194,0.204666402,0.016460498,4.25e-05,0.005017409,0.138258273,0.431709457,0.204666402,0.178072013,0.004642342,7.08e-05,4.25e-05,0.00900869,0.011117559,0.005017409,0.01638973,0.000516602,0.138258273,0.430428567,0.204666402,0.149658901,0.004408809,7.08e-05,0.028413112,4.25e-05,0.00128089,0.00900869,0.002101792,0.005017409,0.01638973,0.000516602,0.204666402,0.070392334,0.003283607,0.037803946,7.08e-05,0.039275908,0.024655363,0.0080321,0.002901463,4.25e-05,0.055743482,0.00128089,0.023523084,0.021562827,2.83e-05,0.00258301,0.000983667,0,0.001125202,0.001252583,0.004628188,0.01638973,0.002023948,0.002165482,0.002179636,0.003609137
DO1209,0.746382898,0.103586235,0.138915595,0.00588654,0.005228732,0.654320113,0.103586235,0.092062785,0.114910656,0.00588654,0.005228732,0.024004939,0.51768492,0.103586235,0.114910656,0.080508975,0.010747574,0.005593056,0.005228732,0.000138308,0.132182338,0.024004939,0.000293484,0.001814876,0.51768492,0.094235239,0.114910656,0.013645303,0.0090845,0.005593056,0.066863672,0.005228732,0.009350996,0.096535881,0.032101039,0.024004939,0.000293484,0.001814876,0.114910656,0.001012013,0.007704789,0.188139887,0.005593056,0.001555126,0.065659377,0.046080307,0.028562369,0.005228732,0.006618562,0.009350996,0.006001235,0.000438539,0.000340711,0.024720094,0.001440431,0,0.00137971,0.016445205,0.023461825,0.000293484,0.006898552,0.021781884,0.009590506,0.006132796
DO1210,0.555351737,0.434730735,0.007128689,0.000611457,0.002177382,0.503407752,0.434730735,0.051943985,0,0.000611457,0.002177382,0.007128689,0.459457444,0.434730735,0,0.048841961,0.002848493,8.95e-05,0.002177382,0.012124737,0.03073688,0.007128689,0.000521975,0,0.459457444,0.426095775,0,0.045680283,0.002848493,8.95e-05,0.003161678,0.002177382,0.00863496,0.018313871,0.010454417,0.007128689,0.000521975,0,0,0,0.00167032,0.087035629,8.95e-05,0.036239989,0.003146764,0.029394658,0.052286997,0.002177382,0.000432494,0.00863496,0.045098653,0.043965222,0,0.00533906,0.000372839,0.004906566,0.001178172,0.00838143,0.006890072,0.000521975,0.006308443,0.003072197,0.001058864,0.002759012
DO1211,0.423831004,0.284955112,0.285961459,0.005252425,0,0.162807532,0.284955112,0.261023473,0.260308437,0.005252425,0,0.025653022,0.141321139,0.284955112,0.260308437,0.260334919,0.000688553,0.005137667,0,0.000520829,0.019464871,0.025653022,0.000114759,0.000706208,0.141321139,0.284707939,0.260308437,0.058791854,3.53e-05,0.005137667,0.201543065,0,0.000247173,0.017434521,0.001853797,0.025653022,0.000114759,0.000706208,0.260308437,0,0,0.012967753,0.005137667,0.004175457,0.187851449,0.012305682,0.002630626,0,0.004034216,0.000247173,0.054757638,0.002012694,0,0.012658787,0.010081126,0,3.53e-05,4.41e-05,0.025317573,0.000114759,0.004184285,0.003998905,0.002904282,0.001580141
DO1212,0.371757173,0.376517987,0.251209298,0.000286413,0.00022913,0.256606584,0.376517987,0.115150589,0.249248963,0.000286413,0.00022913,0.001960335,0.213822908,0.376517987,0.249248963,0.11040887,0.004538048,0,0.00022913,0.033039283,0.009152473,0.001960335,0.000286413,0.000420072,0.213822908,0.372151786,0.249248963,0.105813539,0.004410754,0,0.004595331,0.00022913,0.004366201,0.005091779,0.002571349,0.001960335,0.000286413,0.000420072,0.249248963,0.093300491,0.00335421,0.035438784,0,0.080902009,0.003958858,0.005021767,0.033459355,0.00022913,0.012010234,0.004366201,0,0.006530207,7.64e-05,0.000922885,0.003322386,0,0.001056544,0.001922147,0.001775758,0.000286413,0.000394613,0.00115838,0.001438428,0.001546628
DO1213,0.472638246,0.209958221,0.262423396,0.003597935,0.051382202,0.425936951,0.209958221,0.046701294,0.242462814,0.003597935,0.051382202,0.019960582,0.380031206,0.209958221,0.242462814,0.036128191,0.010044448,0.003597935,0.051382202,0.001965776,0.04276461,0.019960582,0,0.000302822,0.380031206,0.195417638,0.242462814,0.028378004,0.006328464,0.003597935,0.007750187,0.051382202,0.014540583,0.030292454,0.010532043,0.019960582,0,0.000302822,0.242462814,0,0.004562859,0.084861985,0.003597935,0.042461788,0.006184752,0.017301908,0.050494267,0.051382202,0.026951148,0.014540583,0.001426856,0.01947812,0,0.004321628,0.000343882,0.002648408,0.001765606,0.007293388,0.019960582,0,0.004229241,0.006066703,0.010521778,0.004054734
DO1214,0.621187548,0.146571958,0.231980456,0.000246351,1.37e-05,0.266182177,0.146571958,0.355005372,0.230002806,0.000246351,1.37e-05,0.00197765,0.246631493,0.146571958,0.230002806,0.354437396,0.000485859,0,1.37e-05,0.003202562,0.013617732,0.00197765,0.000246351,0.002401922,0.246631493,0.142787734,0.230002806,0.351932828,0.000424271,0,0.002504568,1.37e-05,0.003784224,0.007349469,0.005221271,0.00197765,0.000246351,0.002401922,0.230002806,0.343077881,0,0.078715964,0,0.009580314,0.001608124,0.033825351,0.028823058,1.37e-05,0.002826193,0.003784224,0.005816619,0.0170119,0.005625013,0.009197101,0.003010956,0,0.000424271,0.003640519,0.001786044,0.000246351,0.000506388,0.0026209,0.001875004,0.002182943
