sample_id,text
DO1640,"The gut microbiome of the individual shows a relative abundance of 0.3873012% for Firmicutes, 0.4512078% for Bacteroidota, 0.1266253% for Actinobacteriota, 0.0027243% for Proteobacteria, 0.0321413% for Verrucomicrobiota, 0.2092672% for Clostridia, 0.4512078% for Bacteroidia, 0.1780340% for Bacilli, 0.1248871% for Actinobacteria, 0.0027243% for Gammaproteobacteria, 0.0321413% for Verrucomicrobiae, 0.0017382% for Coriobacteriia, 0.1479657% for Lachnospirales, 0.4512078% for Bacteroidales, 0.1248871% for Bifidobacteriales, 0.1098208% for Erysipelotrichales, 0.0677958% for Lactobacillales, 0.0023987% for Enterobacterales, 0.0321413% for Verrucomicrobiales, 0.0328522% for Clostridia UCG-014, 0.0127364% for Oscillospirales, 0.0017382% for Coriobacteriales, 0.0004174% for Other_Order_Level, 0.0003256% for Burkholderiales, 0.0156258% for Peptococcales, 0.1479657% for Lachnospiraceae, 0.4506941% for Muribaculaceae, 0.1248871% for Bifidobacteriaceae, 0.0725886% for Erysipelotrichaceae, 0.0677316% for Lactobacillaceae, 0.0023987% for Enterobacteriaceae, 0.0372322% for Erysipelatoclostridiaceae, 0.0321413% for Akkermansiaceae, 0.0328522% for Unknown Clostridia UCG-014 (Order) 1, 0.0005137% for Rikenellaceae, 0.0088884% for Oscillospiraceae, 0.0012246% for Other_Family_Level, 0.0020501% for Ruminococcaceae, 0.0017382% for Eggerthellaceae, 0.0003256% for Sutterellaceae, 0.0156258% for Peptococcaceae, 0.4506941% for Unknown Muribaculaceae (Family), 0.1248871% for Bifidobacterium, 0.0658650% for Turicibacter, 0.0655944% for Unknown Lachnospiraceae (Family), 0.0649018% for Lactobacillus, 0.0240739% for Lachnospiraceae NK4A136 group, 0.0023987% for Escherichia-Shigella, 0.0471617% for [Eubacterium] ventriosum group, 0.0076088% for Erysipelatoclostridium, 0.0049808% for Lachnoclostridium, 0.0009815% for A2, 0.0321413% for Akkermansia, 0.0000871% for Dubosiella, 0.0328522% for Unknown Clostridia UCG-014 (Order) 2, 0.0296234% for Unknown Erysipelatoclostridiaceae (Family), 0.0005137% for Alistipes, 0.0042195% for Faecalibaculum, 0.0001789% for Roseburia, 0.0000000% for Lachnospiraceae UCG-001, 0.0014355% for GCA-900066575, 0.0013667% for Lachnospiraceae UCG-006, 0.0002477% for Blautia, 0.0024170% for Other_Genus_Level, 0.0028298% for HT002, 0.0010457% for Incertae Sedis, 0.0044901% for Unknown Oscillospiraceae (Family), 0.0014447% for Enterorhabdus, 0.0003256% for Parasutterella, 0.0156258% for Unknown Peptococcaceae (Family), 0.0008026% for Intestinimonas, 0.0013255% for Colidextribacter, 0.0019171% for Oscillibacter, 0.0010870% for Marvinbryantia, 0.0003577% for Unknown Ruminococcaceae (Family)."
DO1641,"The gut microbiome of the individual shows a relative abundance of 0.7001543% for Firmicutes, 0.2860050% for Bacteroidota, 0.0132032% for Actinobacteriota, 0.0005057% for Proteobacteria, 0.0001318% for Verrucomicrobiota, 0.6791261% for Clostridia, 0.2860050% for Bacteroidia, 0.0210283% for Bacilli, 0.0043571% for Actinobacteria, 0.0005057% for Gammaproteobacteria, 0.0001318% for Verrucomicrobiae, 0.0088461% for Coriobacteriia, 0.4980995% for Lachnospirales, 0.2860050% for Bacteroidales, 0.0043571% for Bifidobacteriales, 0.0183320% for Erysipelotrichales, 0.0018790% for Lactobacillales, 0.0002085% for Enterobacterales, 0.0001318% for Verrucomicrobiales, 0.0469361% for Clostridia UCG-014, 0.0916841% for Oscillospirales, 0.0088461% for Coriobacteriales, 0.0022409% for Other_Order_Level, 0.0002972% for Burkholderiales, 0.0390967% for Peptococcales, 0.4980995% for Lachnospiraceae, 0.2778372% for Muribaculaceae, 0.0043571% for Bifidobacteriaceae, 0.0019820% for Erysipelotrichaceae, 0.0016489% for Lactobacillaceae, 0.0002085% for Enterobacteriaceae, 0.0163500% for Erysipelatoclostridiaceae, 0.0001318% for Akkermansiaceae, 0.0469361% for Unknown Clostridia UCG-014 (Order) 1, 0.0081678% for Rikenellaceae, 0.0807721% for Oscillospiraceae, 0.0028904% for Other_Family_Level, 0.0066771% for Ruminococcaceae, 0.0088461% for Eggerthellaceae, 0.0002972% for Sutterellaceae, 0.0390967% for Peptococcaceae, 0.2778372% for Unknown Muribaculaceae (Family), 0.0043571% for Bifidobacterium, 0.0008412% for Turicibacter, 0.2081927% for Unknown Lachnospiraceae (Family), 0.0012343% for Lactobacillus, 0.1454387% for Lachnospiraceae NK4A136 group, 0.0002085% for Escherichia-Shigella, 0.0442279% for [Eubacterium] ventriosum group, 0.0160121% for Erysipelatoclostridium, 0.0190750% for Lachnoclostridium, 0.0048029% for A2, 0.0001318% for Akkermansia, 0.0003331% for Dubosiella, 0.0469361% for Unknown Clostridia UCG-014 (Order) 2, 0.0003379% for Unknown Erysipelatoclostridiaceae (Family), 0.0081678% for Alistipes, 0.0004314% for Faecalibaculum, 0.0354657% for Roseburia, 0.0045824% for Lachnospiraceae UCG-001, 0.0155902% for GCA-900066575, 0.0182074% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0025429% for Other_Genus_Level, 0.0004146% for HT002, 0.0013973% for Incertae Sedis, 0.0521920% for Unknown Oscillospiraceae (Family), 0.0079809% for Enterorhabdus, 0.0002972% for Parasutterella, 0.0390967% for Unknown Peptococcaceae (Family), 0.0087574% for Intestinimonas, 0.0078586% for Colidextribacter, 0.0111636% for Oscillibacter, 0.0012031% for Marvinbryantia, 0.0049371% for Unknown Ruminococcaceae (Family)."
DO1642,"The gut microbiome of the individual shows a relative abundance of 0.3204957% for Firmicutes, 0.3596365% for Bacteroidota, 0.3156334% for Actinobacteriota, 0.0014023% for Proteobacteria, 0.0028321% for Verrucomicrobiota, 0.2524380% for Clostridia, 0.3596365% for Bacteroidia, 0.0680577% for Bacilli, 0.3137041% for Actinobacteria, 0.0014023% for Gammaproteobacteria, 0.0028321% for Verrucomicrobiae, 0.0019293% for Coriobacteriia, 0.2177515% for Lachnospirales, 0.3596365% for Bacteroidales, 0.3137041% for Bifidobacteriales, 0.0420738% for Erysipelotrichales, 0.0241325% for Lactobacillales, 0.0003025% for Enterobacterales, 0.0028321% for Verrucomicrobiales, 0.0140414% for Clostridia UCG-014, 0.0183125% for Oscillospirales, 0.0019293% for Coriobacteriales, 0.0013565% for Other_Order_Level, 0.0010998% for Burkholderiales, 0.0017506% for Peptococcales, 0.2177515% for Lachnospiraceae, 0.3569052% for Muribaculaceae, 0.3137041% for Bifidobacteriaceae, 0.0187524% for Erysipelotrichaceae, 0.0240546% for Lactobacillaceae, 0.0003025% for Enterobacteriaceae, 0.0233214% for Erysipelatoclostridiaceae, 0.0028321% for Akkermansiaceae, 0.0140414% for Unknown Clostridia UCG-014 (Order) 1, 0.0027313% for Rikenellaceae, 0.0155033% for Oscillospiraceae, 0.0013565% for Other_Family_Level, 0.0023693% for Ruminococcaceae, 0.0019293% for Eggerthellaceae, 0.0010998% for Sutterellaceae, 0.0017506% for Peptococcaceae, 0.3569052% for Unknown Muribaculaceae (Family), 0.3137041% for Bifidobacterium, 0.0012144% for Turicibacter, 0.0455474% for Unknown Lachnospiraceae (Family), 0.0208650% for Lactobacillus, 0.0697029% for Lachnospiraceae NK4A136 group, 0.0003025% for Escherichia-Shigella, 0.0317352% for [Eubacterium] ventriosum group, 0.0011228% for Erysipelatoclostridium, 0.0090004% for Lachnoclostridium, 0.0223911% for A2, 0.0028321% for Akkermansia, 0.0001237% for Dubosiella, 0.0140414% for Unknown Clostridia UCG-014 (Order) 2, 0.0221986% for Unknown Erysipelatoclostridiaceae (Family), 0.0027313% for Alistipes, 0.0173959% for Faecalibaculum, 0.0061271% for Roseburia, 0.0223315% for Lachnospiraceae UCG-001, 0.0069153% for GCA-900066575, 0.0003941% for Lachnospiraceae UCG-006, 0.0000642% for Blautia, 0.0013565% for Other_Genus_Level, 0.0031896% for HT002, 0.0015581% for Incertae Sedis, 0.0051280% for Unknown Oscillospiraceae (Family), 0.0018743% for Enterorhabdus, 0.0010998% for Parasutterella, 0.0017506% for Unknown Peptococcaceae (Family), 0.0022914% for Intestinimonas, 0.0025526% for Colidextribacter, 0.0052793% for Oscillibacter, 0.0023372% for Marvinbryantia, 0.0006370% for Unknown Ruminococcaceae (Family)."
DO1643,"The gut microbiome of the individual shows a relative abundance of 0.5585675% for Firmicutes, 0.2890916% for Bacteroidota, 0.1093532% for Actinobacteriota, 0.0059331% for Proteobacteria, 0.0370548% for Verrucomicrobiota, 0.2956695% for Clostridia, 0.2890916% for Bacteroidia, 0.2628980% for Bacilli, 0.1048550% for Actinobacteria, 0.0059331% for Gammaproteobacteria, 0.0370548% for Verrucomicrobiae, 0.0044982% for Coriobacteriia, 0.2339528% for Lachnospirales, 0.2890916% for Bacteroidales, 0.1048550% for Bifidobacteriales, 0.0942733% for Erysipelotrichales, 0.1682485% for Lactobacillales, 0.0000161% for Enterobacterales, 0.0370548% for Verrucomicrobiales, 0.0342118% for Clostridia UCG-014, 0.0211795% for Oscillospirales, 0.0044982% for Coriobacteriales, 0.0003762% for Other_Order_Level, 0.0059169% for Burkholderiales, 0.0059599% for Peptococcales, 0.2339528% for Lachnospiraceae, 0.2887745% for Muribaculaceae, 0.1048550% for Bifidobacteriaceae, 0.0660375% for Erysipelotrichaceae, 0.1682485% for Lactobacillaceae, 0.0000161% for Enterobacteriaceae, 0.0282358% for Erysipelatoclostridiaceae, 0.0370548% for Akkermansiaceae, 0.0342118% for Unknown Clostridia UCG-014 (Order) 1, 0.0003171% for Rikenellaceae, 0.0161439% for Oscillospiraceae, 0.0007524% for Other_Family_Level, 0.0042832% for Ruminococcaceae, 0.0044982% for Eggerthellaceae, 0.0059169% for Sutterellaceae, 0.0059599% for Peptococcaceae, 0.2887745% for Unknown Muribaculaceae (Family), 0.1048550% for Bifidobacterium, 0.0122961% for Turicibacter, 0.0490767% for Unknown Lachnospiraceae (Family), 0.1372181% for Lactobacillus, 0.0253337% for Lachnospiraceae NK4A136 group, 0.0000161% for Escherichia-Shigella, 0.0996958% for [Eubacterium] ventriosum group, 0.0216256% for Erysipelatoclostridium, 0.0078678% for Lachnoclostridium, 0.0060674% for A2, 0.0370548% for Akkermansia, 0.0008867% for Dubosiella, 0.0342118% for Unknown Clostridia UCG-014 (Order) 2, 0.0066102% for Unknown Erysipelatoclostridiaceae (Family), 0.0003171% for Alistipes, 0.0528064% for Faecalibaculum, 0.0084535% for Roseburia, 0.0210452% for Lachnospiraceae UCG-001, 0.0102216% for GCA-900066575, 0.0027946% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0007524% for Other_Genus_Level, 0.0310303% for HT002, 0.0035308% for Incertae Sedis, 0.0035738% for Unknown Oscillospiraceae (Family), 0.0044122% for Enterorhabdus, 0.0059169% for Parasutterella, 0.0059599% for Unknown Peptococcaceae (Family), 0.0010910% for Intestinimonas, 0.0050302% for Colidextribacter, 0.0064490% for Oscillibacter, 0.0029504% for Marvinbryantia, 0.0005858% for Unknown Ruminococcaceae (Family)."
DO1644,"The gut microbiome of the individual shows a relative abundance of 0.4260714% for Firmicutes, 0.1652254% for Bacteroidota, 0.4084384% for Actinobacteriota, 0.0002649% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.0574213% for Clostridia, 0.1652254% for Bacteroidia, 0.3686500% for Bacilli, 0.4070876% for Actinobacteria, 0.0002649% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0013508% for Coriobacteriia, 0.0274195% for Lachnospirales, 0.1652254% for Bacteroidales, 0.4070876% for Bifidobacteriales, 0.0392785% for Erysipelotrichales, 0.3293715% for Lactobacillales, 0.0000000% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0281346% for Clostridia UCG-014, 0.0015494% for Oscillospirales, 0.0013508% for Coriobacteriales, 0.0002053% for Other_Order_Level, 0.0002649% for Burkholderiales, 0.0000596% for Peptococcales, 0.0274195% for Lachnospiraceae, 0.1640335% for Muribaculaceae, 0.4070876% for Bifidobacteriaceae, 0.0377556% for Erysipelotrichaceae, 0.3292920% for Lactobacillaceae, 0.0000000% for Enterobacteriaceae, 0.0015229% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0281346% for Unknown Clostridia UCG-014 (Order) 1, 0.0011919% for Rikenellaceae, 0.0008409% for Oscillospiraceae, 0.0002053% for Other_Family_Level, 0.0006688% for Ruminococcaceae, 0.0013508% for Eggerthellaceae, 0.0002649% for Sutterellaceae, 0.0000596% for Peptococcaceae, 0.1640335% for Unknown Muribaculaceae (Family), 0.4070876% for Bifidobacterium, 0.0000000% for Turicibacter, 0.0059395% for Unknown Lachnospiraceae (Family), 0.3271202% for Lactobacillus, 0.0056282% for Lachnospiraceae NK4A136 group, 0.0000000% for Escherichia-Shigella, 0.0094621% for [Eubacterium] ventriosum group, 0.0015229% for Erysipelatoclostridium, 0.0017414% for Lachnoclostridium, 0.0015097% for A2, 0.0000000% for Akkermansia, 0.0000000% for Dubosiella, 0.0281346% for Unknown Clostridia UCG-014 (Order) 2, 0.0000000% for Unknown Erysipelatoclostridiaceae (Family), 0.0011919% for Alistipes, 0.0377556% for Faecalibaculum, 0.0017150% for Roseburia, 0.0002119% for Lachnospiraceae UCG-001, 0.0000662% for GCA-900066575, 0.0000265% for Lachnospiraceae UCG-006, 0.0001457% for Blautia, 0.0002980% for Other_Genus_Level, 0.0021718% for HT002, 0.0005099% for Incertae Sedis, 0.0001854% for Unknown Oscillospiraceae (Family), 0.0010528% for Enterorhabdus, 0.0002649% for Parasutterella, 0.0000596% for Unknown Peptococcaceae (Family), 0.0002384% for Intestinimonas, 0.0001920% for Colidextribacter, 0.0002251% for Oscillibacter, 0.0007548% for Marvinbryantia, 0.0000993% for Unknown Ruminococcaceae (Family)."
DO1645,"The gut microbiome of the individual shows a relative abundance of 0.5474825% for Firmicutes, 0.1375463% for Bacteroidota, 0.3127234% for Actinobacteriota, 0.0022478% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.3561271% for Clostridia, 0.1375463% for Bacteroidia, 0.1913555% for Bacilli, 0.3015394% for Actinobacteria, 0.0022478% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0111840% for Coriobacteriia, 0.2961448% for Lachnospirales, 0.1375463% for Bacteroidales, 0.3015394% for Bifidobacteriales, 0.1120973% for Erysipelotrichales, 0.0786277% for Lactobacillales, 0.0000439% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0303338% for Clostridia UCG-014, 0.0282834% for Oscillospirales, 0.0111840% for Coriobacteriales, 0.0006305% for Other_Order_Level, 0.0022039% for Burkholderiales, 0.0012335% for Peptococcales, 0.2961448% for Lachnospiraceae, 0.1363512% for Muribaculaceae, 0.3015394% for Bifidobacteriaceae, 0.1106226% for Erysipelotrichaceae, 0.0785728% for Lactobacillaceae, 0.0000439% for Enterobacteriaceae, 0.0014747% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0303338% for Unknown Clostridia UCG-014 (Order) 1, 0.0011951% for Rikenellaceae, 0.0231738% for Oscillospiraceae, 0.0006305% for Other_Family_Level, 0.0051095% for Ruminococcaceae, 0.0111840% for Eggerthellaceae, 0.0022039% for Sutterellaceae, 0.0012335% for Peptococcaceae, 0.1363512% for Unknown Muribaculaceae (Family), 0.3015394% for Bifidobacterium, 0.0000274% for Turicibacter, 0.0732824% for Unknown Lachnospiraceae (Family), 0.0659799% for Lactobacillus, 0.0225050% for Lachnospiraceae NK4A136 group, 0.0000439% for Escherichia-Shigella, 0.0671038% for [Eubacterium] ventriosum group, 0.0014747% for Erysipelatoclostridium, 0.0282121% for Lachnoclostridium, 0.0577948% for A2, 0.0000000% for Akkermansia, 0.1080897% for Dubosiella, 0.0303338% for Unknown Clostridia UCG-014 (Order) 2, 0.0000000% for Unknown Erysipelatoclostridiaceae (Family), 0.0011951% for Alistipes, 0.0025054% for Faecalibaculum, 0.0400046% for Roseburia, 0.0002632% for Lachnospiraceae UCG-001, 0.0036677% for GCA-900066575, 0.0027083% for Lachnospiraceae UCG-006, 0.0000439% for Blautia, 0.0009210% for Other_Genus_Level, 0.0125929% for HT002, 0.0035580% for Incertae Sedis, 0.0143199% for Unknown Oscillospiraceae (Family), 0.0111840% for Enterorhabdus, 0.0022039% for Parasutterella, 0.0012335% for Unknown Peptococcaceae (Family), 0.0006798% for Intestinimonas, 0.0038047% for Colidextribacter, 0.0043694% for Oscillibacter, 0.0000000% for Marvinbryantia, 0.0005866% for Unknown Ruminococcaceae (Family)."
DO1646,"The gut microbiome of the individual shows a relative abundance of 0.4144320% for Firmicutes, 0.2106643% for Bacteroidota, 0.3409348% for Actinobacteriota, 0.0281299% for Proteobacteria, 0.0058390% for Verrucomicrobiota, 0.1462919% for Clostridia, 0.2106643% for Bacteroidia, 0.2681401% for Bacilli, 0.3392428% for Actinobacteria, 0.0281299% for Gammaproteobacteria, 0.0058390% for Verrucomicrobiae, 0.0016920% for Coriobacteriia, 0.1207378% for Lachnospirales, 0.2106643% for Bacteroidales, 0.3392428% for Bifidobacteriales, 0.0259166% for Erysipelotrichales, 0.2422235% for Lactobacillales, 0.0271554% for Enterobacterales, 0.0058390% for Verrucomicrobiales, 0.0152206% for Clostridia UCG-014, 0.0064735% for Oscillospirales, 0.0016920% for Coriobacteriales, 0.0000680% for Other_Order_Level, 0.0009744% for Burkholderiales, 0.0037919% for Peptococcales, 0.1207378% for Lachnospiraceae, 0.2088136% for Muribaculaceae, 0.3392428% for Bifidobacteriaceae, 0.0240811% for Erysipelotrichaceae, 0.2422235% for Lactobacillaceae, 0.0271554% for Enterobacteriaceae, 0.0018355% for Erysipelatoclostridiaceae, 0.0058390% for Akkermansiaceae, 0.0152206% for Unknown Clostridia UCG-014 (Order) 1, 0.0018506% for Rikenellaceae, 0.0049477% for Oscillospiraceae, 0.0003777% for Other_Family_Level, 0.0009291% for Ruminococcaceae, 0.0016920% for Eggerthellaceae, 0.0009744% for Sutterellaceae, 0.0037919% for Peptococcaceae, 0.2088136% for Unknown Muribaculaceae (Family), 0.3392428% for Bifidobacterium, 0.0000000% for Turicibacter, 0.0270572% for Unknown Lachnospiraceae (Family), 0.2310818% for Lactobacillus, 0.0475126% for Lachnospiraceae NK4A136 group, 0.0271554% for Escherichia-Shigella, 0.0085432% for [Eubacterium] ventriosum group, 0.0013672% for Erysipelatoclostridium, 0.0054840% for Lachnoclostridium, 0.0023416% for A2, 0.0058390% for Akkermansia, 0.0000000% for Dubosiella, 0.0152206% for Unknown Clostridia UCG-014 (Order) 2, 0.0004683% for Unknown Erysipelatoclostridiaceae (Family), 0.0018506% for Alistipes, 0.0240207% for Faecalibaculum, 0.0043131% for Roseburia, 0.0184007% for Lachnospiraceae UCG-001, 0.0005514% for GCA-900066575, 0.0003021% for Lachnospiraceae UCG-006, 0.0049174% for Blautia, 0.0003324% for Other_Genus_Level, 0.0111417% for HT002, 0.0004683% for Incertae Sedis, 0.0020622% for Unknown Oscillospiraceae (Family), 0.0016920% for Enterorhabdus, 0.0009744% for Parasutterella, 0.0037919% for Unknown Peptococcaceae (Family), 0.0006345% for Intestinimonas, 0.0009442% for Colidextribacter, 0.0012690% for Oscillibacter, 0.0011104% for Marvinbryantia, 0.0004306% for Unknown Ruminococcaceae (Family)."
DO1647,"The gut microbiome of the individual shows a relative abundance of 0.5161303% for Firmicutes, 0.1476818% for Bacteroidota, 0.3330290% for Actinobacteriota, 0.0031589% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.2515106% for Clostridia, 0.1476818% for Bacteroidia, 0.2646196% for Bacilli, 0.3322369% for Actinobacteria, 0.0031589% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0007921% for Coriobacteriia, 0.2424203% for Lachnospirales, 0.1476818% for Bacteroidales, 0.3322369% for Bifidobacteriales, 0.0715442% for Erysipelotrichales, 0.1926746% for Lactobacillales, 0.0000773% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0000097% for Clostridia UCG-014, 0.0085639% for Oscillospirales, 0.0007921% for Coriobacteriales, 0.0004009% for Other_Order_Level, 0.0030816% for Burkholderiales, 0.0005168% for Peptococcales, 0.2424203% for Lachnospiraceae, 0.1411466% for Muribaculaceae, 0.3322369% for Bifidobacteriaceae, 0.0676752% for Erysipelotrichaceae, 0.1926746% for Lactobacillaceae, 0.0000773% for Enterobacteriaceae, 0.0038689% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0000097% for Unknown Clostridia UCG-014 (Order) 1, 0.0065352% for Rikenellaceae, 0.0071390% for Oscillospiraceae, 0.0004878% for Other_Family_Level, 0.0009370% for Ruminococcaceae, 0.0007921% for Eggerthellaceae, 0.0030816% for Sutterellaceae, 0.0005168% for Peptococcaceae, 0.1411466% for Unknown Muribaculaceae (Family), 0.3322369% for Bifidobacterium, 0.0000000% for Turicibacter, 0.0827356% for Unknown Lachnospiraceae (Family), 0.1761072% for Lactobacillus, 0.0503060% for Lachnospiraceae NK4A136 group, 0.0000773% for Escherichia-Shigella, 0.0517405% for [Eubacterium] ventriosum group, 0.0019562% for Erysipelatoclostridium, 0.0123942% for Lachnoclostridium, 0.0158187% for A2, 0.0000000% for Akkermansia, 0.0000145% for Dubosiella, 0.0000097% for Unknown Clostridia UCG-014 (Order) 2, 0.0019127% for Unknown Erysipelatoclostridiaceae (Family), 0.0065352% for Alistipes, 0.0676607% for Faecalibaculum, 0.0124280% for Roseburia, 0.0081678% for Lachnospiraceae UCG-001, 0.0035308% for GCA-900066575, 0.0050523% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0004878% for Other_Genus_Level, 0.0165674% for HT002, 0.0007245% for Incertae Sedis, 0.0029995% for Unknown Oscillospiraceae (Family), 0.0007921% for Enterorhabdus, 0.0030816% for Parasutterella, 0.0005168% for Unknown Peptococcaceae (Family), 0.0006231% for Intestinimonas, 0.0021736% for Colidextribacter, 0.0013428% for Oscillibacter, 0.0000000% for Marvinbryantia, 0.0000966% for Unknown Ruminococcaceae (Family)."
DO1648,"The gut microbiome of the individual shows a relative abundance of 0.3591122% for Firmicutes, 0.3733574% for Bacteroidota, 0.2459149% for Actinobacteriota, 0.0013212% for Proteobacteria, 0.0202943% for Verrucomicrobiota, 0.3011074% for Clostridia, 0.3733574% for Bacteroidia, 0.0580047% for Bacilli, 0.2339346% for Actinobacteria, 0.0013212% for Gammaproteobacteria, 0.0202943% for Verrucomicrobiae, 0.0119803% for Coriobacteriia, 0.2228744% for Lachnospirales, 0.3733574% for Bacteroidales, 0.2339346% for Bifidobacteriales, 0.0521774% for Erysipelotrichales, 0.0047657% for Lactobacillales, 0.0003114% for Enterobacterales, 0.0202943% for Verrucomicrobiales, 0.0354361% for Clostridia UCG-014, 0.0242296% for Oscillospirales, 0.0119803% for Coriobacteriales, 0.0020950% for Other_Order_Level, 0.0010098% for Burkholderiales, 0.0163449% for Peptococcales, 0.2228744% for Lachnospiraceae, 0.3676716% for Muribaculaceae, 0.2339346% for Bifidobacteriaceae, 0.0364317% for Erysipelotrichaceae, 0.0045911% for Lactobacillaceae, 0.0003114% for Enterobacteriaceae, 0.0157457% for Erysipelatoclostridiaceae, 0.0202943% for Akkermansiaceae, 0.0354361% for Unknown Clostridia UCG-014 (Order) 1, 0.0056858% for Rikenellaceae, 0.0145661% for Oscillospiraceae, 0.0020950% for Other_Family_Level, 0.0083235% for Ruminococcaceae, 0.0119803% for Eggerthellaceae, 0.0010098% for Sutterellaceae, 0.0163449% for Peptococcaceae, 0.3676716% for Unknown Muribaculaceae (Family), 0.2339346% for Bifidobacterium, 0.0343886% for Turicibacter, 0.0654647% for Unknown Lachnospiraceae (Family), 0.0035908% for Lactobacillus, 0.0659318% for Lachnospiraceae NK4A136 group, 0.0003114% for Escherichia-Shigella, 0.0596798% for [Eubacterium] ventriosum group, 0.0029915% for Erysipelatoclostridium, 0.0112112% for Lachnoclostridium, 0.0017883% for A2, 0.0202943% for Akkermansia, 0.0001180% for Dubosiella, 0.0354361% for Unknown Clostridia UCG-014 (Order) 2, 0.0127542% for Unknown Erysipelatoclostridiaceae (Family), 0.0056858% for Alistipes, 0.0017459% for Faecalibaculum, 0.0042608% for Roseburia, 0.0067522% for Lachnospiraceae UCG-001, 0.0026329% for GCA-900066575, 0.0029915% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0020950% for Other_Genus_Level, 0.0010003% for HT002, 0.0063700% for Incertae Sedis, 0.0060161% for Unknown Oscillospiraceae (Family), 0.0114141% for Enterorhabdus, 0.0010098% for Parasutterella, 0.0163449% for Unknown Peptococcaceae (Family), 0.0023970% for Intestinimonas, 0.0038031% for Colidextribacter, 0.0020242% for Oscillibacter, 0.0003633% for Marvinbryantia, 0.0014958% for Unknown Ruminococcaceae (Family)."
DO1649,"The gut microbiome of the individual shows a relative abundance of 0.3754295% for Firmicutes, 0.4183458% for Bacteroidota, 0.2043408% for Actinobacteriota, 0.0006657% for Proteobacteria, 0.0012181% for Verrucomicrobiota, 0.3374039% for Clostridia, 0.4183458% for Bacteroidia, 0.0380256% for Bacilli, 0.1988632% for Actinobacteria, 0.0006657% for Gammaproteobacteria, 0.0012181% for Verrucomicrobiae, 0.0054776% for Coriobacteriia, 0.2475769% for Lachnospirales, 0.4183458% for Bacteroidales, 0.1988632% for Bifidobacteriales, 0.0362894% for Erysipelotrichales, 0.0009935% for Lactobacillales, 0.0001983% for Enterobacterales, 0.0012181% for Verrucomicrobiales, 0.0284645% for Clostridia UCG-014, 0.0300206% for Oscillospirales, 0.0054776% for Coriobacteriales, 0.0005443% for Other_Order_Level, 0.0004674% for Burkholderiales, 0.0308867% for Peptococcales, 0.2475769% for Lachnospiraceae, 0.4177428% for Muribaculaceae, 0.1988632% for Bifidobacteriaceae, 0.0213196% for Erysipelotrichaceae, 0.0009814% for Lactobacillaceae, 0.0001983% for Enterobacteriaceae, 0.0149698% for Erysipelatoclostridiaceae, 0.0012181% for Akkermansiaceae, 0.0284645% for Unknown Clostridia UCG-014 (Order) 1, 0.0006030% for Rikenellaceae, 0.0188974% for Oscillospiraceae, 0.0014023% for Other_Family_Level, 0.0084380% for Ruminococcaceae, 0.0054776% for Eggerthellaceae, 0.0004674% for Sutterellaceae, 0.0308867% for Peptococcaceae, 0.4177428% for Unknown Muribaculaceae (Family), 0.1988632% for Bifidobacterium, 0.0005767% for Turicibacter, 0.0564414% for Unknown Lachnospiraceae (Family), 0.0008013% for Lactobacillus, 0.1030304% for Lachnospiraceae NK4A136 group, 0.0001983% for Escherichia-Shigella, 0.0340170% for [Eubacterium] ventriosum group, 0.0115683% for Erysipelatoclostridium, 0.0088993% for Lachnoclostridium, 0.0272525% for A2, 0.0012181% for Akkermansia, 0.0002489% for Dubosiella, 0.0284645% for Unknown Clostridia UCG-014 (Order) 2, 0.0034015% for Unknown Erysipelatoclostridiaceae (Family), 0.0006030% for Alistipes, 0.0194559% for Faecalibaculum, 0.0133328% for Roseburia, 0.0003602% for Lachnospiraceae UCG-001, 0.0013375% for GCA-900066575, 0.0006050% for Lachnospiraceae UCG-006, 0.0000041% for Blautia, 0.0018697% for Other_Genus_Level, 0.0001801% for HT002, 0.0032477% for Incertae Sedis, 0.0064691% for Unknown Oscillospiraceae (Family), 0.0049677% for Enterorhabdus, 0.0004674% for Parasutterella, 0.0308867% for Unknown Peptococcaceae (Family), 0.0007669% for Intestinimonas, 0.0068819% for Colidextribacter, 0.0043708% for Oscillibacter, 0.0003784% for Marvinbryantia, 0.0030332% for Unknown Ruminococcaceae (Family)."
